Year,Period of coverage,Breakdown,Level,Level description,Condition,General population mortality rate,Mental health DSR,Mental health lower CI,Mental health upper CI,Indicator value,SMR lower CI,SMR upper CI,MH deaths (numerator MH mortality rate and SMR),Expected (denominator SMR),MH population (denominator MH mortality rate),General population deaths,General population
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000042,Milton Keynes,All,331.5,"1,004.40",763.7,"1,295.70",298.8,228.6,383.9,61,20.4,"6,590",592,"178,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000021,Newcastle upon Tyne,All,384.7,"1,289.90","1,101.20","1,501.40",415.6,355.8,482.6,172,41.4,"12,902",814,"211,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000025,Newham,All,231.4,770.8,637.2,923.5,338.3,280.9,403.9,122,36.1,"13,046",526,"227,300"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000020,Norfolk,All,414.7,"1,642.90","1,455.70","1,847.00",367.9,327.3,412.2,297,80.7,"21,610","2,536","611,500"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000012,North East Lincolnshire,All,494.2,"1,963.10","1,579.70","2,409.70",481.3,389.4,588.3,95,19.7,"5,818",550,"111,300"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000013,North Lincolnshire,All,456.5,"1,924.00","1,518.60","2,402.40",442.3,351.2,549.7,81,18.3,"4,838",543,"119,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000024,North Somerset,All,402.2,"1,814.90","1,417.90","2,286.50",384.6,302.5,482.1,75,19.5,"4,908",573,"142,500"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000022,North Tyneside,All,470.3,"1,506.00","1,224.80","1,831.20",380.4,311.1,460.5,105,27.6,"7,696",677,"143,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000023,North Yorkshire,All,387.9,"1,533.50","1,329.40","1,759.50",333.5,290.1,381.6,212,63.6,"15,446","1,643","423,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000021,Northamptonshire,All,385.6,"1,263.70","1,088.10","1,459.20",326.6,282.2,376.1,193,59.1,"16,988","1,915","496,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000057,Northumberland,All,472.4,"1,594.10","1,366.00","1,848.60",347.6,299.1,401.8,183,52.6,"13,550","1,063","225,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000018,Nottingham,All,338.6,"1,213.00","1,034.50","1,413.10",457.5,391.3,531.6,170,37.2,"14,008",775,"228,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000024,Nottinghamshire,All,407.1,"1,602.10","1,435.60","1,782.30",370.1,332.5,410.8,353,95.4,"27,466","2,300","565,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000004,Oldham,All,476.1,"1,394.70","1,168.30","1,651.30",372.4,313.5,439.2,141,37.9,"12,022",737,"154,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000025,Oxfordshire,All,307.4,"1,046.10",880.6,"1,233.10",292.3,247.2,343.2,149,51,"16,302","1,456","473,700"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000031,Peterborough,All,358.2,915.5,708,"1,162.90",264.1,206.7,332.6,72,27.3,"10,856",466,"130,100"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000026,Plymouth,All,407.3,"1,160.20",940.7,"1,414.60",326.4,266.1,396.2,102,31.3,"9,721",764,"187,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000029,Poole,All,384.1,"1,631.50","1,215.00","2,140.90",375.6,283,489,55,14.6,"4,235",398,"103,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000044,Portsmouth,All,408.1,"1,350.90","1,090.80","1,652.90",405.1,329.6,492.7,100,24.7,"6,612",616,"150,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000038,Reading,All,313.4,"1,108.30",840.1,"1,433.90",382,290.8,492.8,59,15.4,"5,329",361,"115,200"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000026,Redbridge,All,259.5,819.8,611.9,"1,074.00",259.2,195.3,337.4,55,21.2,"6,031",515,"198,400"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000003,Redcar and Cleveland,All,491.2,"1,454.90","1,082.80","1,910.80",318.3,239.1,415.3,54,17,"4,871",467,"95,100"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000027,Richmond upon Thames,All,257.4,686.1,459.6,982.5,198,134.5,281,31,15.7,"4,133",350,"136,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000005,Rochdale,All,488.5,"1,538.90","1,286.70","1,824.80",420.8,354.2,496.3,141,33.5,"11,201",718,"147,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000018,Rotherham,All,458.1,"1,689.00","1,417.50","1,996.80",409.3,344.5,482.7,141,34.4,"9,397",832,"181,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000017,Rutland,All,296.8,"1,231.70",548.1,"2,333.80",272.1,130.5,500.4,10,3.7,860,77,"25,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000006,Salford,All,481.2,"1,736.20","1,483.40","2,019.40",512.7,439,595.4,172,33.5,"9,404",822,"170,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000028,Sandwell,All,456,"1,314.80","1,111.30","1,544.50",369.3,312.9,432.9,152,41.2,"13,617",979,"214,700"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000014,Sefton,All,541.8,"2,026.40","1,753.00","2,329.90",472,409.5,541.4,204,43.2,"11,147","1,030","190,100"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000019,Sheffield,All,375,"1,332.40","1,153.20","1,531.00",381.6,331.7,436.8,210,55,"14,678","1,511","403,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000051,Shropshire,All,410.2,"1,639.90","1,387.40","1,924.30",359.5,305.3,420.6,156,43.4,"11,538",893,"217,700"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000039,Slough,All,284.4,"1,182.70",873.5,"1,563.80",403.5,300.4,530.5,51,12.6,"4,101",278,"97,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000029,Solihull,All,383.6,"1,485.40","1,157.70","1,875.20",347.2,272.6,435.9,74,21.3,"5,706",551,"143,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000027,Somerset,All,398.2,"1,492.50","1,315.70","1,686.20",325.5,287.6,367.1,266,81.7,"19,588","1,485","372,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000025,South Gloucestershire,All,315.1,"1,353.30","1,023.30","1,751.50",356.7,274.1,456.4,63,17.7,"4,482",600,"190,400"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000023,South Tyneside,All,560.8,"2,162.60","1,782.70","2,597.90",526,435.8,629.5,119,22.6,"6,057",592,"105,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000045,Southampton,All,340.6,"1,290.30","1,070.90","1,541.00",445.8,370.8,531.5,124,27.8,"9,173",609,"178,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000033,Southend-on-Sea,All,431.8,858,672.5,"1,078.30",213.3,167.8,267.4,75,35.2,"10,303",527,"122,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000028,Southwark,All,240.3,824.8,680.7,989.9,354,293.3,423.7,119,33.6,"11,712",545,"226,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000013,St. Helens,All,522,"1,988.10","1,631.70","2,397.80",465.1,383.7,558.8,114,24.5,"6,589",654,"125,300"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000028,Staffordshire,All,414.4,"1,488.20","1,350.60","1,635.70",338.4,308,371,454,134.2,"41,619","2,540","612,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000007,Stockport,All,402.1,"1,427.40","1,200.10","1,684.40",350.7,296.3,412.2,147,41.9,"12,540",798,"198,500"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000004,Stockton-on-Tees,All,452,"1,655.90","1,322.40","2,046.70",421.7,338.2,519.5,88,20.9,"6,057",616,"136,300"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000021,Stoke-on-Trent,All,512.5,"1,204.30",994.9,"1,444.20",318.4,263.7,381,119,37.4,"10,840",907,"177,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000029,Suffolk,All,399.7,"1,619.50","1,422.10","1,836.20",362.9,319.7,410.3,255,70.3,"18,858","2,039","510,100"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000024,Sunderland,All,496.9,"1,693.80","1,449.10","1,967.40",428.5,367.7,496.5,177,41.3,"11,383",988,"198,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000030,Surrey,All,321.6,"1,439.50","1,288.40","1,603.10",356.1,319.6,395.7,346,97.2,"25,843","2,571","799,500"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000029,Sutton,All,319.8,"1,637.70","1,241.90","2,117.50",461,351.8,593.4,60,13,"3,619",439,"137,300"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000030,Swindon,All,365.6,"1,228.30",931.2,"1,588.50",343.7,262.3,442.4,60,17.5,"5,056",555,"151,800"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000008,Tameside,All,531.3,"1,743.90","1,470.50","2,052.20",438.1,371.5,513.3,153,34.9,"11,341",829,"156,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000020,Telford and Wrekin,All,444.2,"2,088.20","1,723.20","2,506.70",528.4,437.4,632.8,118,22.3,"6,905",527,"118,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000034,Thurrock,All,379.6,812.4,613.3,"1,055.10",233.8,177.1,302.9,57,24.4,"6,953",425,"112,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000027,Torbay,All,495.2,"1,806.50","1,410.00","2,276.40",362.6,286.1,453.1,77,21.2,"6,772",453,"91,500"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000030,Tower Hamlets,All,208.7,567.4,454.5,699.1,303.7,245.4,371.6,94,31,"12,353",427,"204,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000009,Trafford,All,389.7,"1,571.10","1,254.40","1,942.30",404.7,324.6,498.6,88,21.7,"5,751",618,"158,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000036,Wakefield,All,459.2,"1,588.90","1,343.70","1,865.00",375,318.7,438.5,157,41.9,"11,801","1,079","235,000"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000030,Walsall,All,437.8,"1,195.90",964.2,"1,465.90",299.4,242,366.4,94,31.4,"8,819",814,"185,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000031,Waltham Forest,All,273.7,808.8,613.5,"1,045.90",305.4,232.5,393.9,59,19.3,"6,456",518,"189,300"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000032,Wandsworth,All,240.6,949,755.6,"1,174.80",391.8,315.9,480.6,92,23.5,"7,934",576,"239,400"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000007,Warrington,All,440.6,"1,584.30","1,281.10","1,936.40",393.6,319.9,479.2,99,25.2,"7,536",643,"145,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000031,Warwickshire,All,396.8,"1,834.10","1,609.90","2,080.30",423,372.4,478.6,252,59.6,"16,613","1,542","388,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000037,West Berkshire,All,366.3,"1,867.90","1,421.70","2,407.10",458.8,351.8,588.2,62,13.5,"3,995",397,"108,400"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000032,West Sussex,All,384.5,"1,612.00","1,434.70","1,804.70",371.2,331.3,414.5,315,84.9,"23,368","2,177","566,200"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E09000033,Westminster,All,226.5,715.9,559.3,902.1,270.1,212.1,339.1,74,27.4,"8,788",398,"175,700"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000010,Wigan,All,473.4,"1,926.40","1,651.50","2,232.70",457.5,394.6,527.5,189,41.3,"12,514","1,086","229,400"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000054,Wiltshire,All,348.5,"1,448.70","1,189.10","1,747.00",328.4,271.1,394.2,115,35,"9,143","1,162","333,500"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000040,Windsor and Maidenhead,All,332.4,"1,580.40","1,162.00","2,098.20",400,295.9,528.8,49,12.3,"3,514",336,"101,100"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000015,Wirral,All,515.3,"2,561.70","2,236.60","2,920.10",587.7,514.2,668.8,230,39.1,"11,019","1,147","222,600"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000041,Wokingham,All,299.1,"1,215.40",845.8,"1,686.50",330.1,233.6,453.1,38,11.5,"3,176",328,"109,700"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E08000031,Wolverhampton,All,453.3,"1,385.00","1,145.10","1,659.70",378.2,313.8,451.9,121,32,"7,958",789,"174,100"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E10000034,Worcestershire,All,417.2,"1,412.40","1,215.10","1,632.40",316.3,272.8,364.7,189,59.8,"15,244","1,685","403,900"
2013/14,Deaths: 1/4/2013 to 31/3/2014; In contact with secondary mental health services: 1/4/2011 to 31/3/2014,Upper tier local authority,E06000014,York,All,354.3,"1,619.20","1,332.80","1,948.20",456.2,376.6,547.6,115,25.2,"7,123",528,"149,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000002,Barking and Dagenham,All,337.4,775.8,574.9,"1,023.50",270.3,201.2,355.3,51,18.9,"6,326",422,"125,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000003,Barnet,All,249.1,936.4,768.2,"1,130.30",293.1,240.9,353.3,110,37.5,"12,327",634,"254,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000016,Barnsley,All,480.4,"1,329.30","1,132.60","1,549.50",330.4,282.8,383.6,172,52.1,"17,030",798,"166,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000022,Bath and North East Somerset,All,298.5,"1,329.30",942.8,"1,818.90",350,250,476.6,40,11.4,"3,732",381,"127,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000055,Bedford,All,378.8,"1,526.40","1,162.80","1,965.80",391.9,300.5,502.4,62,15.8,"4,529",419,"110,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000004,Bexley,All,325.4,"1,208.40",935.2,"1,535.20",320.8,249.6,405.9,69,21.5,"6,462",523,"160,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000025,Birmingham,All,383.9,"1,031.40",928.9,"1,142.20",328.2,295.9,363.1,377,114.9,"38,076","2,838","739,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000008,Blackburn with Darwen,All,448.7,949.1,768.4,"1,158.90",270.7,220.3,329.3,100,36.9,"13,331",450,"100,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000009,Blackpool,All,692.9,"1,982.20","1,645.90","2,364.60",475.3,398.3,563,134,28.2,"8,257",692,"99,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000001,Bolton,All,459,"1,791.10","1,493.30","2,129.70",463.3,388.1,548.7,134,28.9,"7,322",893,"194,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000028,Bournemouth,All,371.6,"1,462.20","1,170.00","1,804.10",421.7,339.1,518.3,90,21.3,"6,544",507,"136,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000036,Bracknell Forest,All,283,"1,331.20",926.3,"1,850.70",386.9,270.9,535.6,36,9.3,"3,077",230,"81,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000032,Bradford,All,403.6,"1,354.50","1,169.40","1,560.20",395.5,341.9,455,195,49.3,"14,720","1,423","352,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000005,Brent,All,270.8,729.6,562.6,930,253.8,196.7,322.3,67,26.4,"8,087",616,"227,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000043,Brighton and Hove,All,319.9,925.6,778.7,"1,091.60",308.3,260.4,362.3,147,47.7,"18,530",664,"207,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000023,"Bristol, City of",All,333.3,"1,083.20",884.2,"1,312.90",356.9,292.8,430.9,108,30.3,"9,934","1,050","315,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000006,Bromley,All,308.4,"1,259.50","1,019.10","1,538.70",318.1,258.6,387.3,99,31.1,"9,316",672,"217,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000002,Buckinghamshire,All,312.3,"1,521.50","1,268.20","1,809.40",374.8,314.3,443.7,135,36,"10,925","1,104","353,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000002,Bury,All,476.6,"1,543.00","1,273.90","1,850.90",401.2,333.2,479.1,122,30.4,"9,888",621,"130,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000033,Calderdale,All,442.3,"1,354.00","1,060.00","1,702.90",336.5,265.1,421.2,76,22.6,"5,893",639,"144,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000003,Cambridgeshire,All,309.9,"1,231.00","1,070.90","1,408.00",318.6,278,363.5,221,69.4,"22,466","1,396","450,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000007,Camden,All,254.6,679,534.4,849.7,244.3,193.7,304,80,32.8,"11,292",440,"172,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000056,Central Bedfordshire,All,340.4,"1,231.50",924.5,"1,605.50",295.7,223.9,383.1,57,19.3,"5,213",627,"184,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000049,Cheshire East,All,380.2,"1,643.00","1,360.20","1,965.80",362.5,302,431.7,126,34.8,"8,202",998,"262,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000050,Cheshire West and Chester,All,431.8,"1,887.90","1,561.50","2,261.40",418.2,347.3,499.3,122,29.2,"7,005","1,015","235,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000001,City of London,All,*,*,*,*,*,*,*,*,*,*,*,"6,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000052,Cornwall,All,*,*,*,*,*,*,*,*,*,*,*,"379,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000047,County Durham,All,501.7,"1,744.20","1,540.20","1,967.20",413.2,366,464.7,278,67.3,"18,272","1,863","371,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000026,Coventry,All,393.1,"1,136.90",949.3,"1,350.20",346.3,290.1,410.1,134,38.7,"12,931",899,"228,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000008,Croydon,All,313.6,"1,060.00",892.2,"1,249.90",326.4,275.4,384,145,44.4,"13,040",804,"256,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000006,Cumbria,All,486.8,"2,028.60","1,787.20","2,293.00",439.5,388.5,495.3,269,61.2,"15,617","1,732","355,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000005,Darlington,All,440.6,"1,803.70","1,380.50","2,312.90",449.4,346.9,572.8,65,14.5,"4,028",324,"73,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000015,Derby,All,386.2,"1,031.60",814.5,"1,288.40",302.7,239.7,377.3,79,26.1,"7,502",672,"174,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000007,Derbyshire,All,422.5,"1,248.40","1,105.80","1,403.90",289.7,257.4,324.9,292,100.8,"29,327","2,328","551,100"
